A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
221588,0.97102116116932,221599,0.9710693642885001,228152,227191,220591,0.970949553459424,220600,9,0.9709891677047066,227191,220591,220600,6591,228201,11,0.0048203119180021126,4.964167734714876e-05,distinct,passive,previously_discarded,228173,228201,overall,6602,audited_v3_bounded,existing_train_val_minocc100
68467,0.9782677030348059,68605,0.9802394696233641,69778,62229,62222,0.9998875122531296,62225,3,0.9999357212875026,62229,62222,62225,4,69988,138,0.19717665885580385,0.002015569544452072,inverse,passive,previously_discarded,62427,69988,overall,1383,audited_v3_bounded,existing_train_val_minocc100
54149,0.5414845851541484,56259,0.5625843741562584,84052,83141,48669,0.5853790548586136,50578,1909,0.6083400488327059,83141,48669,50578,32563,100001,2110,2.109978900210998,0.03896655524571091,itemRequiresStatement,passive,previously_discarded,99995,100001,overall,43742,audited_v3_bounded,existing_train_val_minocc100
6728,0.9816165742632039,6802,0.9924131893784651,1536,1452,1388,0.9559228650137741,1450,62,0.9986225895316805,1452,1388,1450,2,6854,74,1.0796615115261161,0.010998810939357907,oneOf,passive,previously_discarded,1536,6854,overall,52,audited_v3_bounded,existing_train_val_minocc100
104233,0.8706180099062002,104971,0.8767822390016956,83677,52668,52617,0.9990316700843017,52621,4,0.9991076175286702,52668,52617,52621,47,119723,738,0.6164229095495435,0.0070802912705189335,single,passive,previously_discarded,91032,119723,overall,14752,audited_v3_bounded,existing_train_val_minocc100
29533,0.984105298233922,29591,0.9860379873375541,29986,10393,10392,0.9999037813913211,10393,1,1.0,10393,10392,10393,0,30010,58,0.19326891036321225,0.00196390478447838,symmetric,passive,previously_discarded,10403,30010,overall,419,audited_v3_bounded,existing_train_val_minocc100
95177,0.951779517795178,95551,0.955519555195552,68258,64247,64071,0.9972605724780924,64095,24,0.9976341307765343,64247,64071,64095,152,99999,374,0.3740037400374004,0.003929520787585236,type,passive,previously_discarded,95589,99999,overall,4448,audited_v3_bounded,existing_train_val_minocc100
83191,0.8319183191831918,83984,0.8398483984839848,53931,45774,35657,0.7789793332459475,36232,575,0.7915410495040853,45774,35657,36232,9542,99999,793,0.7930079300793008,0.009532281136180596,valueRequiresStatement,passive,previously_discarded,75722,99999,overall,16015,audited_v3_bounded,existing_train_val_minocc100
95967,0.959660403395966,96366,0.963650363496365,47324,37547,37499,0.9987216022585027,37508,9,0.9989613018350334,37547,37499,37508,39,100001,399,0.3989960100398996,0.004157679202225765,valueType,passive,previously_discarded,82465,100001,overall,3635,audited_v3_bounded,existing_train_val_minocc100
14237,0.9434099794579551,14280,0.9462593598833742,14910,11644,11592,0.9955341806939196,11603,11,0.9964788732394366,11644,11592,11603,41,15091,43,0.2849380425419124,0.0030202992203413642,conflictWith,passive,previously_discarded,15090,15091,test,811,audited_v3_bounded,existing_train_val_minocc100
33240,0.9710780017528484,33242,0.9711364300321356,34220,34086,33097,0.9709851551956815,33099,2,0.9710438303115648,34086,33097,33099,987,34230,2,0.0058428279287175,6.016847172081829e-05,distinct,passive,previously_discarded,34223,34230,test,988,audited_v3_bounded,existing_train_val_minocc100
10319,0.9805207145572026,10336,0.9821360699353858,10499,9388,9387,0.999893481039625,9387,0,0.999893481039625,9388,9387,9387,1,10524,17,0.16153553781832003,0.0016474464579901153,inverse,passive,previously_discarded,9414,10524,test,188,audited_v3_bounded,existing_train_val_minocc100
8120,0.5413694246283085,8435,0.5623708247216481,12628,12490,7305,0.5848678943154524,7597,292,0.6082465972778223,12490,7305,7597,4893,14999,315,2.1001400093339555,0.03879310344827586,itemRequiresStatement,passive,previously_discarded,14999,14999,test,6564,audited_v3_bounded,existing_train_val_minocc100
998,0.9708171206225681,1015,0.9873540856031129,244,227,211,0.9295154185022027,226,15,0.9955947136563876,227,211,226,1,1028,17,1.6536964980544746,0.017034068136272545,oneOf,passive,previously_discarded,244,1028,test,13,audited_v3_bounded,existing_train_val_minocc100
15648,0.8713180021159307,15754,0.8772203352079737,12636,7910,7903,0.9991150442477876,7903,0,0.9991150442477876,7910,7903,7903,7,17959,106,0.5902333092042987,0.00677402862985685,single,passive,previously_discarded,13713,17959,test,2205,audited_v3_bounded,existing_train_val_minocc100
4414,0.9863687150837989,4423,0.9883798882681564,4472,1526,1525,0.9993446920052425,1526,1,1.0,1526,1525,1526,0,4475,9,0.2011173184357542,0.0020389669234254643,symmetric,passive,previously_discarded,1528,4475,test,52,audited_v3_bounded,existing_train_val_minocc100
14282,0.9521968131208747,14344,0.9563304220281352,10284,9654,9625,0.9969960638077481,9626,1,0.9970996478143774,9654,9625,9626,28,14999,62,0.4133608907260484,0.004341128693460299,type,passive,previously_discarded,14360,14999,test,655,audited_v3_bounded,existing_train_val_minocc100
12525,0.8351113481797573,12629,0.8420456060808108,8016,6793,5315,0.782423082585014,5389,74,0.7933166494921242,6793,5315,5389,1404,14998,104,0.6934257901053473,0.008303393213572855,valueRequiresStatement,passive,previously_discarded,11368,14998,test,2369,audited_v3_bounded,existing_train_val_minocc100
14396,0.9596693553763083,14464,0.9642023865075662,7151,5735,5726,0.9984306887532693,5729,3,0.9989537925021796,5735,5726,5729,6,15001,68,0.45330311312579163,0.004723534315087524,valueType,passive,previously_discarded,12380,15001,test,537,audited_v3_bounded,existing_train_val_minocc100
66180,0.9396563964219793,66353,0.9421127360499787,69500,53771,53503,0.9950159007643525,53566,63,0.9961875360324338,53771,53503,53566,205,70430,173,0.2456339627999432,0.00261408280447265,conflictWith,passive,previously_discarded,70424,70430,train,4077,audited_v3_bounded,existing_train_val_minocc100
155149,0.971241306348322,155157,0.9712913867900315,159713,159043,154459,0.9711776060562238,154466,7,0.9712216193105009,159043,154459,154466,4577,159743,8,0.0050080441709495875,5.156333589001541e-05,distinct,passive,previously_discarded,159726,159743,train,4586,audited_v3_bounded,existing_train_val_minocc100
47869,0.9775567717693188,47963,0.9794763927462833,48817,43521,43515,0.9998621355207831,43518,3,0.9999310677603915,43521,43515,43518,3,48968,94,0.19196209769645484,0.0019636925776598635,inverse,passive,previously_discarded,43663,48968,train,1005,audited_v3_bounded,existing_train_val_minocc100
37916,0.5416571428571428,39387,0.5626714285714286,58781,58148,34071,0.5859358877347458,35396,1325,0.6087225699938089,58148,34071,35396,22752,70000,1471,2.1014285714285714,0.03879628652811478,itemRequiresStatement,passive,previously_discarded,69995,70000,train,30613,audited_v3_bounded,existing_train_val_minocc100
4722,0.984160066694456,4765,0.9931221342225928,1069,1011,976,0.9653808110781404,1010,34,0.9990108803165183,1011,976,1010,1,4798,43,0.8962067528136723,0.009106310885218127,oneOf,passive,previously_discarded,1069,4798,train,33,audited_v3_bounded,existing_train_val_minocc100
72990,0.8709504206192948,73518,0.8772507606944693,58503,36853,36816,0.9989960111795512,36819,3,0.9990774156785065,36853,36816,36819,34,83805,528,0.6300340075174512,0.007233867653103165,single,passive,previously_discarded,63666,83805,train,10287,audited_v3_bounded,existing_train_val_minocc100
20688,0.9836907422376492,20725,0.9854500499262993,21012,7330,7330,1.0,7330,0,1.0,7330,7330,7330,0,21031,37,0.1759307688650088,0.001788476411446249,symmetric,passive,previously_discarded,7337,21031,train,306,audited_v3_bounded,existing_train_val_minocc100
66583,0.9511721261124841,66855,0.9550577848887873,47790,44948,44823,0.9972190086321973,44843,20,0.9976639672510457,44948,44823,44843,105,70001,272,0.3885658776303196,0.004085126834176892,type,passive,previously_discarded,66868,70001,train,3146,audited_v3_bounded,existing_train_val_minocc100
58151,0.8307285714285715,58718,0.8388285714285715,37713,32046,24910,0.7773201023528677,25332,422,0.7904886725332335,32046,24910,25332,6714,70000,567,0.81,0.009750477205894998,valueRequiresStatement,passive,previously_discarded,53041,70000,train,11282,audited_v3_bounded,existing_train_val_minocc100
67175,0.9596428571428571,67440,0.9634285714285714,33098,26207,26174,0.9987407944442325,26180,6,0.9989697409089174,26207,26174,26180,27,70000,265,0.37857142857142856,0.00394491998511351,valueType,passive,previously_discarded,57678,70000,train,2560,audited_v3_bounded,existing_train_val_minocc100
14171,0.9389742910151073,14212,0.9416909620991254,14898,11477,11410,0.9941622375185153,11426,16,0.9955563300514072,11477,11410,11426,51,15092,41,0.2716671084018023,0.002893232658245713,conflictWith,passive,previously_discarded,15091,15092,val,880,audited_v3_bounded,existing_train_val_minocc100
33199,0.9699368937711815,33200,0.9699661096178567,34219,34062,33035,0.9698490987023662,33035,0,0.9698490987023662,34062,33035,33035,1027,34228,1,0.002921584667523665,3.0121389198469834e-05,distinct,passive,previously_discarded,34224,34228,val,1028,audited_v3_bounded,existing_train_val_minocc100
10279,0.9793254573170732,10306,0.9818978658536586,10462,9320,9320,1.0,9320,0,1.0,9320,9320,9320,0,10496,27,0.2572408536585366,0.0026267146609592375,inverse,passive,previously_discarded,9350,10496,val,190,audited_v3_bounded,existing_train_val_minocc100
8113,0.5407945607252367,8437,0.5623916811091855,12643,12503,7293,0.5833000079980805,7585,292,0.6066544029432936,12503,7293,7585,4918,15002,324,2.1597120383948805,0.039935905337113276,itemRequiresStatement,passive,previously_discarded,15001,15002,val,6565,audited_v3_bounded,existing_train_val_minocc100
1008,0.980544747081712,1022,0.9941634241245136,223,214,201,0.9392523364485982,214,13,1.0,214,201,214,0,1028,14,1.3618677042801557,0.013888888888888888,oneOf,passive,previously_discarded,223,1028,val,6,audited_v3_bounded,existing_train_val_minocc100
15595,0.8683668355699092,15699,0.8741578038866307,12538,7905,7898,0.9991144845034788,7899,1,0.9992409867172676,7905,7898,7899,6,17959,104,0.5790968316721421,0.006668804103879449,single,passive,previously_discarded,13653,17959,val,2260,audited_v3_bounded,existing_train_val_minocc100
4431,0.9837921847246892,4443,0.9864564831261101,4502,1537,1537,1.0,1537,0,1.0,1537,1537,1537,0,4504,12,0.2664298401420959,0.002708192281651997,symmetric,passive,previously_discarded,1538,4504,val,61,audited_v3_bounded,existing_train_val_minocc100
14312,0.9541969464630975,14352,0.9568637909193947,10184,9645,9623,0.9977190254017626,9626,3,0.9980300673924313,9645,9623,9626,19,14999,40,0.26668444562970867,0.002794857462269424,type,passive,previously_discarded,14361,14999,val,647,audited_v3_bounded,existing_train_val_minocc100
12515,0.834277714819012,12637,0.8424105059662689,8202,6935,5432,0.7832732516222062,5511,79,0.7946647440519106,6935,5432,5511,1424,15001,122,0.8132791147256849,0.009748302037554933,valueRequiresStatement,passive,previously_discarded,11313,15001,val,2364,audited_v3_bounded,existing_train_val_minocc100
14396,0.9597333333333333,14462,0.9641333333333333,7075,5605,5599,0.9989295272078501,5599,0,0.9989295272078501,5605,5599,5599,6,15000,66,0.44,0.004584606835232009,valueType,passive,previously_discarded,12407,15000,val,538,audited_v3_bounded,existing_train_val_minocc100
853621,0.8934800379740608,858717,0.898813990950283,766002,661534,609611,0.9215112148430769,612400,2789,0.9257271735088446,661534,609611,612400,49134,955389,5096,0.533395297622225,0.005969862503382648,overall,factorized,previously_discarded,847947,955389,overall,96672,audited_v3_bounded,existing_train_val_minocc100
128179,0.8944551443086027,128947,0.8998143806174287,115060,99453,91686,0.9219028083617387,92104,418,0.9261057987189929,99453,91686,92104,7349,143304,768,0.5359236308825992,0.005991621092378626,overall,factorized,previously_discarded,127319,143304,test,14357,audited_v3_bounded,existing_train_val_minocc100
597423,0.8933080732562173,600974,0.8986177733650729,535996,462878,426577,0.92157544752613,428530,1953,0.9257947018436824,462878,426577,428530,34348,668776,3551,0.5309700108855581,0.005943862221574998,overall,factorized,previously_discarded,593467,668776,train,67802,audited_v3_bounded,existing_train_val_minocc100
128019,0.8933074684772065,128796,0.8987293191634859,114946,99203,91348,0.9208189268469703,91766,418,0.9250325090975071,99203,91348,91766,7437,143309,777,0.5421850686279298,0.006069411571719823,overall,factorized,previously_discarded,127161,143309,val,14513,audited_v3_bounded,existing_train_val_minocc100
94588,0.9401170822855893,94846,0.9426813632433184,99308,76892,76505,0.9949669666545284,76596,91,0.996150444779691,76892,76505,76596,296,100613,258,0.25642809577291203,0.002727618725419715,conflictWith,factorized,previously_discarded,100605,100613,overall,5767,audited_v3_bounded,existing_train_val_minocc100
221588,0.97102116116932,221599,0.9710693642885001,228152,227191,220591,0.970949553459424,220600,9,0.9709891677047066,227191,220591,220600,6591,228201,11,0.0048203119180021126,4.964167734714876e-05,distinct,factorized,previously_discarded,228173,228201,overall,6602,audited_v3_bounded,existing_train_val_minocc100
68467,0.9782677030348059,68605,0.9802394696233641,69778,62229,62222,0.9998875122531296,62225,3,0.9999357212875026,62229,62222,62225,4,69988,138,0.19717665885580385,0.002015569544452072,inverse,factorized,previously_discarded,62427,69988,overall,1383,audited_v3_bounded,existing_train_val_minocc100
54149,0.5414845851541484,56372,0.5637143628563714,84052,83141,48669,0.5853790548586136,50676,2007,0.6095187693195896,83141,48669,50676,32465,100001,2223,2.2229777702222977,0.041053389720955145,itemRequiresStatement,factorized,previously_discarded,99995,100001,overall,43629,audited_v3_bounded,existing_train_val_minocc100
6728,0.9816165742632039,6802,0.9924131893784651,1536,1452,1388,0.9559228650137741,1450,62,0.9986225895316805,1452,1388,1450,2,6854,74,1.0796615115261161,0.010998810939357907,oneOf,factorized,previously_discarded,1536,6854,overall,52,audited_v3_bounded,existing_train_val_minocc100
104233,0.8706180099062002,104978,0.8768407072993494,83677,52668,52617,0.9990316700843017,52622,5,0.9991266043897623,52668,52617,52622,46,119723,745,0.6222697393149186,0.007147448504792148,single,factorized,previously_discarded,91032,119723,overall,14745,audited_v3_bounded,existing_train_val_minocc100
29533,0.984105298233922,29591,0.9860379873375541,29986,10393,10392,0.9999037813913211,10393,1,1.0,10393,10392,10393,0,30010,58,0.19326891036321225,0.00196390478447838,symmetric,factorized,previously_discarded,10403,30010,overall,419,audited_v3_bounded,existing_train_val_minocc100
95177,0.951779517795178,95562,0.955629556295563,68258,64247,64071,0.9972605724780924,64097,26,0.9976652606347378,64247,64071,64097,150,99999,385,0.3850038500385004,0.004045094928396566,type,factorized,previously_discarded,95589,99999,overall,4437,audited_v3_bounded,existing_train_val_minocc100
83191,0.8319183191831918,83993,0.8399383993839938,53931,45774,35657,0.7789793332459475,36232,575,0.7915410495040853,45774,35657,36232,9542,99999,802,0.8020080200802008,0.00964046591578416,valueRequiresStatement,factorized,previously_discarded,75722,99999,overall,16006,audited_v3_bounded,existing_train_val_minocc100
95967,0.959660403395966,96369,0.9636803631963681,47324,37547,37499,0.9987216022585027,37509,10,0.9989879351213147,37547,37499,37509,38,100001,402,0.4019959800401996,0.004188939948107162,valueType,factorized,previously_discarded,82465,100001,overall,3632,audited_v3_bounded,existing_train_val_minocc100
14237,0.9434099794579551,14281,0.9463256245444305,14910,11644,11592,0.9955341806939196,11604,12,0.9965647543799382,11644,11592,11604,40,15091,44,0.29156450864753825,0.003090538737093489,conflictWith,factorized,previously_discarded,15090,15091,test,810,audited_v3_bounded,existing_train_val_minocc100
33240,0.9710780017528484,33242,0.9711364300321356,34220,34086,33097,0.9709851551956815,33099,2,0.9710438303115648,34086,33097,33099,987,34230,2,0.0058428279287175,6.016847172081829e-05,distinct,factorized,previously_discarded,34223,34230,test,988,audited_v3_bounded,existing_train_val_minocc100
