A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
598857,0.8954482721496937,602110,0.9003123602864325,416325,224774,218664,0.9728171407725092,219606,942,0.9770080169414612,218740,212634,213575,5168,668779,3253,0.48640881367387434,0.005432014654583648,overall,factorized,existing_sample,482599,668779,train,66669,checked_out_bounded,clean_parent_train_minocc100
128322,0.8954155327611472,129055,0.9005303188891215,89252,48308,46941,0.9717024095387927,47149,208,0.9760081145979962,46980,45621,45829,1159,143310,733,0.5114786127974321,0.005712192765075358,overall,factorized,existing_sample,103357,143310,val,14255,checked_out_bounded,clean_parent_train_minocc100
94599,0.9402357571661432,94796,0.9421937741024927,98641,55331,55328,0.9999457808461802,55328,0,0.9999457808461802,48770,48770,48770,3,100612,197,0.1958016936349541,0.0020824744447615726,conflictWith,factorized,existing_sample,99628,100612,overall,5816,checked_out_bounded,clean_parent_train_minocc100
221609,0.9710833976021874,221619,0.971127217275468,228160,132079,130338,0.9868184949916338,130343,5,0.9868563511231915,131439,129698,129703,1736,228208,10,0.004381967328051602,4.512452111601966e-05,distinct,factorized,existing_sample,228182,228208,overall,6589,checked_out_bounded,clean_parent_train_minocc100
68855,0.9785960972697944,69009,0.9807848097667742,70146,7653,6216,0.8122304978439827,6369,153,0.8322226577812623,7213,5780,5933,1284,70361,154,0.2188712496979861,0.0022365841260620144,inverse,factorized,existing_sample,70361,70361,overall,1352,checked_out_bounded,clean_parent_train_minocc100
55073,0.5507355073550736,57153,0.5715357153571535,8741,8616,6961,0.8079155060352832,7146,185,0.8293871866295265,8613,6959,7144,1470,99999,2080,2.0800208002080023,0.03776805331105987,itemRequiresStatement,factorized,existing_sample,26320,99999,overall,42846,checked_out_bounded,clean_parent_train_minocc100
6790,0.9905178701677607,6803,0.9924142961342086,6855,6855,6790,0.9905178701677607,6803,13,0.9924142961342086,6553,6489,6502,52,6855,13,0.18964259664478483,0.001914580265095729,oneOf,factorized,existing_sample,6855,6855,overall,52,checked_out_bounded,clean_parent_train_minocc100
104488,0.8727479264635868,105170,0.8784444091778522,109733,66142,65804,0.9948897825889752,66128,324,0.9997883341900758,65497,65174,65497,14,119723,682,0.569648271426543,0.006527065308934998,single,factorized,existing_sample,119723,119723,overall,14553,checked_out_bounded,clean_parent_train_minocc100
29204,0.9852236691181432,29251,0.9868092571351461,29625,29625,29189,0.9852827004219409,29235,46,0.9868354430379747,29593,29160,29206,390,29642,47,0.15855880170029013,0.0016093685796466238,symmetric,factorized,existing_sample,29642,29642,overall,391,checked_out_bounded,clean_parent_train_minocc100
95422,0.9541913742587722,95791,0.9578812635620931,2255,901,901,1.0,901,0,1.0,859,859,859,0,100003,369,0.36898893033209,0.00386703275974094,type,factorized,existing_sample,14709,100003,overall,4212,checked_out_bounded,clean_parent_train_minocc100
83205,0.8320333593328133,83974,0.8397232055358893,12113,12113,9038,0.7461405101956575,9647,609,0.7964170725666639,12063,8989,9598,2466,100002,769,0.7689846203075938,0.009242233038879876,valueRequiresStatement,factorized,existing_sample,58621,100002,overall,16028,checked_out_bounded,clean_parent_train_minocc100
96075,0.96075,96470,0.9647,28466,1884,1882,0.9989384288747346,1883,1,0.9994692144373672,1862,1861,1862,1,100000,395,0.395,0.004111371324486079,valueType,factorized,existing_sample,35392,100000,overall,3530,checked_out_bounded,clean_parent_train_minocc100
14187,0.9399721725303121,14218,0.9420261048168025,14812,8362,8359,0.9996412341545085,8359,0,0.9996412341545085,7324,7324,7324,3,15093,31,0.2053932286490426,0.002185099034327201,conflictWith,factorized,existing_sample,14945,15093,test,875,checked_out_bounded,clean_parent_train_minocc100
33226,0.970612292591727,33226,0.970612292591727,34223,19763,19514,0.9874006982745535,19514,0,0.9874006982745535,19646,19397,19397,249,34232,0,0.0,0.0,distinct,factorized,existing_sample,34228,34232,test,1006,checked_out_bounded,clean_parent_train_minocc100
10381,0.9807274444969296,10403,0.9828058573452999,10547,1135,941,0.8290748898678414,963,22,0.8484581497797357,1075,883,905,172,10585,22,0.20784128483703354,0.0021192563336865427,inverse,factorized,existing_sample,10585,10585,test,182,checked_out_bounded,clean_parent_train_minocc100
8165,0.5443333333333333,8488,0.5658666666666666,1282,1267,1026,0.8097868981846882,1046,20,0.8255722178374112,1265,1025,1045,221,15000,323,2.1533333333333333,0.03955909369259032,itemRequiresStatement,factorized,existing_sample,3909,15000,test,6512,checked_out_bounded,clean_parent_train_minocc100
1014,0.9863813229571985,1018,0.9902723735408561,1028,1028,1014,0.9863813229571985,1018,4,0.9902723735408561,988,975,979,10,1028,4,0.38910505836575876,0.0039447731755424065,oneOf,factorized,existing_sample,1028,1028,test,10,checked_out_bounded,clean_parent_train_minocc100
15615,0.8695289007684598,15714,0.8750417641162713,16399,9908,9857,0.994852644327816,9902,45,0.999394428744449,9815,9770,9815,6,17958,99,0.5512863347811561,0.006340057636887608,single,factorized,existing_sample,17958,17958,test,2244,checked_out_bounded,clean_parent_train_minocc100
4354,0.9859601449275363,4358,0.9868659420289855,4412,4412,4352,0.986400725294651,4355,3,0.9870806890299184,4406,4349,4352,57,4416,4,0.09057971014492754,0.0009186954524575103,symmetric,factorized,existing_sample,4416,4416,test,58,checked_out_bounded,clean_parent_train_minocc100
14293,0.9527396347153713,14360,0.9572057059058792,349,143,143,1.0,143,0,1.0,135,135,135,0,15002,67,0.4466071190507932,0.004687609319247184,type,factorized,existing_sample,2201,15002,test,642,checked_out_bounded,clean_parent_train_minocc100
12499,0.8331000466573352,12621,0.8412317536492702,1828,1828,1366,0.7472647702407003,1458,92,0.7975929978118161,1823,1361,1453,370,15003,122,0.8131706991934946,0.009760780862468997,valueRequiresStatement,factorized,existing_sample,8863,15003,test,2382,checked_out_bounded,clean_parent_train_minocc100
14407,0.9605307020468031,14465,0.9643976265084339,4278,271,270,0.996309963099631,270,0,0.996309963099631,265,265,265,1,14999,58,0.3866924461630775,0.004025820781564517,valueType,factorized,existing_sample,5344,14999,test,534,checked_out_bounded,clean_parent_train_minocc100
66210,0.9401223962400784,66341,0.9419824783108751,69023,38610,38610,1.0,38610,0,1.0,34084,34084,34084,0,70427,131,0.18600820707967114,0.0019785530886573025,conflictWith,factorized,existing_sample,69730,70427,train,4086,checked_out_bounded,clean_parent_train_minocc100
155110,0.9709971641949882,155119,0.9710535046919114,159708,92538,91319,0.9868270332187858,91324,5,0.9868810650759688,92097,90878,90883,1214,159743,9,0.005634049692318286,5.802333827606215e-05,distinct,factorized,existing_sample,159724,159743,train,4624,checked_out_bounded,clean_parent_train_minocc100
48187,0.978277199179812,48292,0.9804088758958117,49102,5394,4378,0.8116425658138673,4482,104,0.8309232480533927,5072,4056,4160,912,49257,105,0.21316767159997563,0.002179010936559653,inverse,factorized,existing_sample,49257,49257,train,965,checked_out_bounded,clean_parent_train_minocc100
38643,0.5520349709289867,40078,0.5725346780760275,6177,6080,4928,0.8105263157894737,5064,136,0.8328947368421052,6080,4928,5064,1016,70001,1435,2.0499707147040755,0.03713479802292783,itemRequiresStatement,factorized,existing_sample,18482,70001,train,29923,checked_out_bounded,clean_parent_train_minocc100
4765,0.9931221342225928,4765,0.9931221342225928,4798,4798,4765,0.9931221342225928,4765,0,0.9931221342225928,4581,4548,4548,33,4798,0,0.0,0.0,oneOf,factorized,existing_sample,4798,4798,train,33,checked_out_bounded,clean_parent_train_minocc100
73185,0.8732564105623635,73659,0.87891226269882,76834,46161,45932,0.995039102272481,46158,226,0.9999350100734387,45727,45502,45727,3,83807,474,0.5655852136456382,0.006476737036277926,single,factorized,existing_sample,83807,83807,train,10148,checked_out_bounded,clean_parent_train_minocc100
20431,0.9848638226078573,20462,0.9863581585924319,20733,20733,20419,0.9848550619784884,20450,31,0.9863502628659625,20715,20401,20432,283,20745,31,0.14943359845745963,0.0015173021389065637,symmetric,factorized,existing_sample,20745,20745,train,283,checked_out_bounded,clean_parent_train_minocc100
66795,0.9542142857142857,67053,0.9579,1579,622,622,1.0,622,0,1.0,595,595,595,0,70000,258,0.36857142857142855,0.0038625645632158097,type,factorized,existing_sample,10293,70000,train,2947,checked_out_bounded,clean_parent_train_minocc100
58264,0.8323428571428572,58806,0.8400857142857143,8494,8494,6347,0.7472333411820108,6787,440,0.7990346126677654,8456,6309,6749,1707,70000,542,0.7742857142857142,0.009302485239599066,valueRequiresStatement,factorized,existing_sample,41037,70000,train,11194,checked_out_bounded,clean_parent_train_minocc100
67267,0.9609434150940701,67535,0.9647719318295452,19877,1344,1344,1.0,1344,0,1.0,1333,1333,1333,0,70001,268,0.38285167354752075,0.003984122972631453,valueType,factorized,existing_sample,24726,70001,train,2466,checked_out_bounded,clean_parent_train_minocc100
14202,0.9410283593957063,14237,0.943347468857673,14806,8359,8359,1.0,8359,0,1.0,7362,7362,7362,0,15092,35,0.23191094619666047,0.0024644416279397266,conflictWith,factorized,existing_sample,14953,15092,val,855,checked_out_bounded,clean_parent_train_minocc100
33273,0.9719568837087021,33274,0.9719860952881723,34229,19778,19505,0.9861967843057943,19505,0,0.9861967843057943,19696,19423,19423,273,34233,1,0.002921157947010195,3.00543984612148e-05,distinct,factorized,existing_sample,34230,34233,val,959,checked_out_bounded,clean_parent_train_minocc100
10287,0.9779446715467249,10314,0.9805114554615457,10497,1124,897,0.7980427046263345,924,27,0.8220640569395018,1066,841,868,200,10519,27,0.25667839148208005,0.0026246719160104987,inverse,factorized,existing_sample,10519,10519,val,205,checked_out_bounded,clean_parent_train_minocc100
8265,0.5510734764635284,8587,0.5725430057340979,1282,1269,1007,0.793538219070134,1036,29,0.8163908589440504,1268,1006,1035,233,14998,322,2.1469529270569407,0.03895946763460375,itemRequiresStatement,factorized,existing_sample,3929,14998,val,6411,checked_out_bounded,clean_parent_train_minocc100
1011,0.9825072886297376,1020,0.9912536443148688,1029,1029,1011,0.9825072886297376,1020,9,0.9912536443148688,984,966,975,9,1029,9,0.8746355685131195,0.008902077151335312,oneOf,factorized,existing_sample,1029,1029,val,9,checked_out_bounded,clean_parent_train_minocc100
15688,0.8735939414188663,15797,0.8796636596502951,16500,10073,10015,0.994242033157947,10068,53,0.9995036235480989,9955,9902,9955,5,17958,109,0.606971823142889,0.006947985721570627,single,factorized,existing_sample,17958,17958,val,2161,checked_out_bounded,clean_parent_train_minocc100
4419,0.9861638027226065,4431,0.9888417763891988,4480,4480,4418,0.9861607142857143,4430,12,0.9888392857142857,4472,4410,4422,50,4481,12,0.2677973666592279,0.0027155465037338763,symmetric,factorized,existing_sample,4481,4481,val,50,checked_out_bounded,clean_parent_train_minocc100
14334,0.9555362975801613,14378,0.9584694353709753,327,136,136,1.0,136,0,1.0,129,129,129,0,15001,44,0.29331377908139455,0.0030696246686200642,type,factorized,existing_sample,2215,15001,val,623,checked_out_bounded,clean_parent_train_minocc100
12442,0.8295219681312087,12547,0.8365224348289886,1791,1791,1325,0.7398101619207147,1402,77,0.7828029034059185,1784,1319,1396,389,14999,105,0.7000466697779852,0.00843915769168944,valueRequiresStatement,factorized,existing_sample,8721,14999,val,2452,checked_out_bounded,clean_parent_train_minocc100
14401,0.9600666666666666,14470,0.9646666666666667,4311,269,268,0.9962825278810409,269,1,1.0,264,263,264,0,15000,69,0.46,0.0047913339351433925,valueType,factorized,existing_sample,5322,15000,val,530,checked_out_bounded,clean_parent_train_minocc100
855434,0.8953626995881327,860095,0.9002412589425427,765772,661595,610596,0.9229150764440481,613153,2557,0.926779978687868,661595,610596,613153,48442,955405,4661,0.487855935440991,0.005448696217358674,overall,passive,existing_sample,847993,955405,overall,95310,audited_v3_bounded,existing_train_val_minocc100
128026,0.8933126796728906,128759,0.8984272516676435,114796,99272,91491,0.9216193891530341,91900,409,0.9257393827061005,99272,91491,91900,7372,143316,733,0.5114571994752853,0.00572539952822083,overall,passive,existing_sample,127265,143316,test,14557,audited_v3_bounded,existing_train_val_minocc100
598857,0.8954482721496937,602110,0.9003123602864325,535950,462849,427174,0.9229230267322605,428964,1790,0.9267903787196257,462849,427174,428964,33885,668779,3253,0.48640881367387434,0.005432014654583648,overall,passive,existing_sample,593479,668779,train,66669,audited_v3_bounded,existing_train_val_minocc100
128551,0.8970134673086316,129226,0.9017235363896449,115026,99474,91931,0.9241711401974385,92289,358,0.9277700705712045,99474,91931,92289,7185,143310,675,0.47100690810131884,0.005250834299227544,overall,passive,existing_sample,127249,143310,val,14084,audited_v3_bounded,existing_train_val_minocc100
94608,0.9403252097165348,94800,0.9422335307915557,99344,76783,76438,0.995506817915424,76517,79,0.996535691494211,76783,76438,76517,266,100612,192,0.19083210750208723,0.0020294266869609334,conflictWith,passive,existing_sample,100600,100612,overall,5812,audited_v3_bounded,existing_train_val_minocc100
221611,0.9710921615368436,221621,0.9711359812101241,228164,227209,220622,0.9710090709434925,220629,7,0.9710398795822348,227209,220622,220629,6580,228208,10,0.004381967328051602,4.5124113875213773e-05,distinct,passive,existing_sample,228189,228208,overall,6587,audited_v3_bounded,existing_train_val_minocc100
68861,0.9786813717826637,69011,0.9808132346043973,70178,62558,62556,0.9999680296684677,62556,0,0.9999680296684677,62558,62556,62556,2,70361,150,0.21318628217336308,0.0021783012154920783,inverse,passive,existing_sample,62729,70361,overall,1350,audited_v3_bounded,existing_train_val_minocc100
55114,0.5511455114551146,57171,0.5717157171571716,84097,83238,49451,0.5940916408371176,51325,1874,0.6166053965736803,83238,49451,51325,31913,99999,2057,2.057020570205702,0.037322640345465764,itemRequiresStatement,passive,existing_sample,99984,99999,overall,42828,audited_v3_bounded,existing_train_val_minocc100
6795,0.9912472647702407,6803,0.9924142961342086,1636,1564,1558,0.9961636828644501,1563,5,0.9993606138107417,1564,1558,1563,1,6855,8,0.11670313639679067,0.001177336276674025,oneOf,passive,existing_sample,1636,6855,overall,52,audited_v3_bounded,existing_train_val_minocc100
104515,0.8729734470402513,105193,0.8786365192987146,83437,52766,52756,0.9998104840238032,52757,1,0.9998294356214229,52766,52756,52757,9,119723,678,0.5663072258463286,0.006487107113811415,single,passive,existing_sample,90781,119723,overall,14530,audited_v3_bounded,existing_train_val_minocc100
29206,0.9852911409486539,29252,0.9868429930504015,29625,10134,10132,0.9998026445628577,10132,0,0.9998026445628577,10134,10132,10132,2,29642,46,0.15518521017475204,0.0015750188317469012,symmetric,passive,existing_sample,10143,29642,overall,390,audited_v3_bounded,existing_train_val_minocc100
95427,0.9542413727588173,95792,0.9578912632621022,68181,64196,64082,0.9982241884229547,64097,15,0.998457847840987,64196,64082,64097,99,100003,365,0.36498905032849016,0.003824913284500194,type,passive,existing_sample,95726,100003,overall,4211,audited_v3_bounded,existing_train_val_minocc100
83223,0.8322133557328854,83982,0.8398032039359212,53518,45381,35280,0.7774178621008793,35853,573,0.7900442916639122,45381,35280,35853,9528,100002,759,0.7589848203035939,0.009120074979272558,valueRequiresStatement,passive,existing_sample,75749,100002,overall,16020,audited_v3_bounded,existing_train_val_minocc100
96074,0.96074,96470,0.9647,47592,37766,37721,0.9988084520468146,37724,3,0.9988878885770269,37766,37721,37724,42,100000,396,0.396,0.00412182276162125,valueType,passive,existing_sample,82456,100000,overall,3530,audited_v3_bounded,existing_train_val_minocc100
14186,0.9399059166501027,14217,0.9419598489365931,14898,11585,11527,0.9949935261113508,11538,11,0.9959430297798878,11585,11527,11538,47,15093,31,0.2053932286490426,0.0021852530664034963,conflictWith,passive,existing_sample,15090,15093,test,876,audited_v3_bounded,existing_train_val_minocc100
33226,0.970612292591727,33226,0.970612292591727,34226,34075,33069,0.970476889214967,33069,0,0.970476889214967,34075,33069,33069,1006,34232,0,0.0,0.0,distinct,passive,existing_sample,34230,34232,test,1006,audited_v3_bounded,existing_train_val_minocc100
10380,0.9806329711856401,10402,0.9827113840340104,10558,9389,9387,0.999786984769411,9387,0,0.999786984769411,9389,9387,9387,2,10585,22,0.20784128483703354,0.002119460500963391,inverse,passive,existing_sample,9415,10585,test,183,audited_v3_bounded,existing_train_val_minocc100
8102,0.5401333333333334,8421,0.5614,12618,12504,7325,0.5858125399872041,7626,301,0.6098848368522073,12504,7325,7626,4878,15000,319,2.1266666666666665,0.03937299432238953,itemRequiresStatement,passive,existing_sample,15000,15000,test,6579,audited_v3_bounded,existing_train_val_minocc100
1010,0.9824902723735408,1018,0.9902723735408561,229,218,212,0.9724770642201835,217,5,0.9954128440366973,218,212,217,1,1028,8,0.7782101167315175,0.007920792079207921,oneOf,passive,existing_sample,229,1028,test,10,audited_v3_bounded,existing_train_val_minocc100
15608,0.8691391023499276,15707,0.8746519656977392,12491,7897,7890,0.9991135874382677,7891,1,0.9992402178042294,7897,7890,7891,6,17958,99,0.5512863347811561,0.0063429010763710915,single,passive,existing_sample,13625,17958,test,2251,audited_v3_bounded,existing_train_val_minocc100
4353,0.985733695652174,4357,0.9866394927536232,4412,1495,1493,0.9986622073578595,1493,0,0.9986622073578595,1495,1493,1493,2,4416,4,0.09057971014492754,0.0009189065012634965,symmetric,passive,existing_sample,1497,4416,test,59,audited_v3_bounded,existing_train_val_minocc100
14282,0.9520063991467804,14349,0.9564724703372883,10241,9616,9595,0.9978161397670549,9598,3,0.9981281198003328,9616,9595,9598,18,15002,67,0.4466071190507932,0.004691219717126453,type,passive,existing_sample,14347,15002,test,653,audited_v3_bounded,existing_train_val_minocc100
12483,0.8320335932813437,12605,0.8401653002732786,7970,6791,5301,0.7805919599469887,5386,85,0.7931085259902813,6791,5301,5386,1405,15003,122,0.8131706991934946,0.009773291676680285,valueRequiresStatement,passive,existing_sample,11438,15003,test,2398,audited_v3_bounded,existing_train_val_minocc100
14396,0.9597973198213214,14457,0.9638642576171744,7153,5702,5692,0.9982462293931954,5695,3,0.9987723605752368,5702,5692,5695,7,14999,61,0.40669377958530567,0.00423728813559322,valueType,passive,existing_sample,12394,14999,test,542,audited_v3_bounded,existing_train_val_minocc100
66210,0.9401223962400784,66341,0.9419824783108751,69533,53662,53419,0.9954716559203906,53475,56,0.9965152249263911,53662,53419,53475,187,70427,131,0.18600820707967114,0.0019785530886573025,conflictWith,passive,existing_sample,70423,70427,train,4086,audited_v3_bounded,existing_train_val_minocc100
155110,0.9709971641949882,155119,0.9710535046919114,159709,159043,154418,0.9709198141383147,154425,7,0.9709638273925919,159043,154418,154425,4618,159743,9,0.005634049692318286,5.802333827606215e-05,distinct,passive,existing_sample,159728,159743,train,4624,audited_v3_bounded,existing_train_val_minocc100
48187,0.978277199179812,48292,0.9804088758958117,49124,43798,43798,1.0,43798,0,1.0,43798,43798,43798,0,49257,105,0.21316767159997563,0.002179010936559653,inverse,passive,existing_sample,43920,49257,train,965,audited_v3_bounded,existing_train_val_minocc100
38643,0.5520349709289867,40078,0.5725346780760275,58863,58233,34640,0.5948517163807463,35940,1300,0.6171758281386842,58233,34640,35940,22293,70001,1435,2.0499707147040755,0.03713479802292783,itemRequiresStatement,passive,existing_sample,69986,70001,train,29923,audited_v3_bounded,existing_train_val_minocc100
4765,0.9931221342225928,4765,0.9931221342225928,1163,1112,1112,1.0,1112,0,1.0,1112,1112,1112,0,4798,0,0.0,0.0,oneOf,passive,existing_sample,1163,4798,train,33,audited_v3_bounded,existing_train_val_minocc100
73185,0.8732564105623635,73659,0.87891226269882,58376,36850,36847,0.9999185888738128,36847,0,0.9999185888738128,36850,36847,36847,3,83807,474,0.5655852136456382,0.006476737036277926,single,passive,existing_sample,63501,83807,train,10148,audited_v3_bounded,existing_train_val_minocc100
20431,0.9848638226078573,20462,0.9863581585924319,20733,7098,7098,1.0,7098,0,1.0,7098,7098,7098,0,20745,31,0.14943359845745963,0.0015173021389065637,symmetric,passive,existing_sample,7104,20745,train,283,audited_v3_bounded,existing_train_val_minocc100
66795,0.9542142857142857,67053,0.9579,47739,44965,44890,0.9983320360280218,44900,10,0.9985544312242856,44965,44890,44900,65,70000,258,0.36857142857142855,0.0038625645632158097,type,passive,existing_sample,67029,70000,train,2947,audited_v3_bounded,existing_train_val_minocc100
58264,0.8323428571428572,58806,0.8400857142857143,37475,31762,24655,0.776242050248725,25072,417,0.7893709464139538,31762,24655,25072,6690,70000,542,0.7742857142857142,0.009302485239599066,valueRequiresStatement,passive,existing_sample,52951,70000,train,11194,audited_v3_bounded,existing_train_val_minocc100
67267,0.9609434150940701,67535,0.9647719318295452,33235,26326,26297,0.9988984274101649,26297,0,0.9988984274101649,26326,26297,26297,29,70001,268,0.38285167354752075,0.003984122972631453,valueType,passive,existing_sample,57674,70001,train,2466,audited_v3_bounded,existing_train_val_minocc100
14212,0.9416909620991254,14242,0.9436787702093824,14913,11536,11492,0.9961858529819695,11504,12,0.9972260748959778,11536,11492,11504,32,15092,30,0.198780811025709,0.0021108922037714607,conflictWith,passive,existing_sample,15087,15092,val,850,audited_v3_bounded,existing_train_val_minocc100
33275,0.9720153068676424,33276,0.9720445184471125,34229,34091,33135,0.9719574081135783,33135,0,0.9719574081135783,34091,33135,33135,956,34233,1,0.002921157947010195,3.005259203606311e-05,distinct,passive,existing_sample,34231,34233,val,957,audited_v3_bounded,existing_train_val_minocc100
10294,0.97861013404316,10317,0.9807966536743037,10496,9371,9371,1.0,9371,0,1.0,9371,9371,9371,0,10519,23,0.2186519631143645,0.0022343112492714205,inverse,passive,existing_sample,9394,10519,val,202,audited_v3_bounded,existing_train_val_minocc100
8369,0.558007734364582,8672,0.5782104280570742,12616,12501,7486,0.5988320934325254,7759,273,0.6206703463722902,12501,7486,7759,4742,14998,303,2.0202693692492333,0.03620504241844904,itemRequiresStatement,passive,existing_sample,14998,14998,val,6326,audited_v3_bounded,existing_train_val_minocc100
1020,0.9912536443148688,1020,0.9912536443148688,244,234,234,1.0,234,0,1.0,234,234,234,0,1029,0,0.0,0.0,oneOf,passive,existing_sample,244,1029,val,9,audited_v3_bounded,existing_train_val_minocc100
15722,0.8754872480231651,15827,0.8813342243011472,12570,8019,8019,1.0,8019,0,1.0,8019,8019,8019,0,17958,105,0.5846976277981958,0.006678539626001781,single,passive,existing_sample,13655,17958,val,2131,audited_v3_bounded,existing_train_val_minocc100
4422,0.9868332961392546,4433,0.9892881053336309,4480,1541,1541,1.0,1541,0,1.0,1541,1541,1541,0,4481,11,0.24548091943762554,0.0024875621890547263,symmetric,passive,existing_sample,1542,4481,val,48,audited_v3_bounded,existing_train_val_minocc100
14350,0.9566028931404573,14390,0.9592693820411973,10201,9615,9597,0.9981279251170047,9599,2,0.9983359334373375,9615,9597,9599,16,15001,40,0.26664889007399506,0.0027874564459930314,type,passive,existing_sample,14350,15001,val,611,audited_v3_bounded,existing_train_val_minocc100
12476,0.8317887859190612,12571,0.8381225415027669,8073,6828,5324,0.7797305213825425,5395,71,0.7901288810779145,6828,5324,5395,1433,14999,95,0.633375558370558,0.007614620070535428,valueRequiresStatement,passive,existing_sample,11360,14999,val,2428,audited_v3_bounded,existing_train_val_minocc100
14411,0.9607333333333333,14478,0.9652,7204,5738,5732,0.9989543394911119,5732,0,0.9989543394911119,5738,5732,5732,6,15000,67,0.44666666666666666,0.004649226285476372,valueType,passive,existing_sample,12388,15000,val,522,audited_v3_bounded,existing_train_val_minocc100
855434,0.8953626995881327,860114,0.9002611457968087,765772,661595,610596,0.9229150764440481,613167,2571,0.9268011396700399,661595,610596,613167,48428,955405,4680,0.4898446208675902,0.00547090716525179,overall,factorized,existing_sample,847993,955405,overall,95291,audited_v3_bounded,existing_train_val_minocc100
128026,0.8933126796728906,128778,0.8985598258394039,114796,99272,91491,0.9216193891530341,91914,423,0.9258804093802885,99272,91491,91914,7358,143316,752,0.524714616651316,0.005873806882976895,overall,factorized,existing_sample,127265,143316,test,14538,audited_v3_bounded,existing_train_val_minocc100
598857,0.8954482721496937,602110,0.9003123602864325,535950,462849,427174,0.9229230267322605,428964,1790,0.9267903787196257,462849,427174,428964,33885,668779,3253,0.48640881367387434,0.005432014654583648,overall,factorized,existing_sample,593479,668779,train,66669,audited_v3_bounded,existing_train_val_minocc100
128551,0.8970134673086316,129226,0.9017235363896449,115026,99474,91931,0.9241711401974385,92289,358,0.9277700705712045,99474,91931,92289,7185,143310,675,0.47100690810131884,0.005250834299227544,overall,factorized,existing_sample,127249,143310,val,14084,audited_v3_bounded,existing_train_val_minocc100
94608,0.9403252097165348,94800,0.9422335307915557,99344,76783,76438,0.995506817915424,76517,79,0.996535691494211,76783,76438,76517,266,100612,192,0.19083210750208723,0.0020294266869609334,conflictWith,factorized,existing_sample,100600,100612,overall,5812,audited_v3_bounded,existing_train_val_minocc100
221611,0.9710921615368436,221621,0.9711359812101241,228164,227209,220622,0.9710090709434925,220629,7,0.9710398795822348,227209,220622,220629,6580,228208,10,0.004381967328051602,4.5124113875213773e-05,distinct,factorized,existing_sample,228189,228208,overall,6587,audited_v3_bounded,existing_train_val_minocc100
68861,0.9786813717826637,69011,0.9808132346043973,70178,62558,62556,0.9999680296684677,62556,0,0.9999680296684677,62558,62556,62556,2,70361,150,0.21318628217336308,0.0021783012154920783,inverse,factorized,existing_sample,62729,70361,overall,1350,audited_v3_bounded,existing_train_val_minocc100
55114,0.5511455114551146,57183,0.5718357183571836,84097,83238,49451,0.5940916408371176,51336,1885,0.6167375477546313,83238,49451,51336,31902,99999,2069,2.069020690206902,0.03754037086765613,itemRequiresStatement,factorized,existing_sample,99984,99999,overall,42816,audited_v3_bounded,existing_train_val_minocc100
6795,0.9912472647702407,6803,0.9924142961342086,1636,1564,1558,0.9961636828644501,1563,5,0.9993606138107417,1564,1558,1563,1,6855,8,0.11670313639679067,0.001177336276674025,oneOf,factorized,existing_sample,1636,6855,overall,52,audited_v3_bounded,existing_train_val_minocc100
104515,0.8729734470402513,105193,0.8786365192987146,83437,52766,52756,0.9998104840238032,52757,1,0.9998294356214229,52766,52756,52757,9,119723,678,0.5663072258463286,0.006487107113811415,single,factorized,existing_sample,90781,119723,overall,14530,audited_v3_bounded,existing_train_val_minocc100
29206,0.9852911409486539,29252,0.9868429930504015,29625,10134,10132,0.9998026445628577,10132,0,0.9998026445628577,10134,10132,10132,2,29642,46,0.15518521017475204,0.0015750188317469012,symmetric,factorized,existing_sample,10143,29642,overall,390,audited_v3_bounded,existing_train_val_minocc100
95427,0.9542413727588173,95795,0.9579212623621292,68181,64196,64082,0.9982241884229547,64098,16,0.9984734251355225,64196,64082,64098,98,100003,368,0.36798896033119005,0.003856350927934442,type,factorized,existing_sample,95726,100003,overall,4208,audited_v3_bounded,existing_train_val_minocc100
83223,0.8322133557328854,83984,0.8398232035359293,53518,45381,35280,0.7774178621008793,35855,575,0.7900883629712876,45381,35280,35855,9526,100002,761,0.7609847803043939,0.009144106797399758,valueRequiresStatement,factorized,existing_sample,75749,100002,overall,16018,audited_v3_bounded,existing_train_val_minocc100
96074,0.96074,96472,0.96472,47592,37766,37721,0.9988084520468146,37724,3,0.9988878885770269,37766,37721,37724,42,100000,398,0.398,0.004142640048296105,valueType,factorized,existing_sample,82456,100000,overall,3528,audited_v3_bounded,existing_train_val_minocc100
14186,0.9399059166501027,14217,0.9419598489365931,14898,11585,11527,0.9949935261113508,11538,11,0.9959430297798878,11585,11527,11538,47,15093,31,0.2053932286490426,0.0021852530664034963,conflictWith,factorized,existing_sample,15090,15093,test,876,audited_v3_bounded,existing_train_val_minocc100
33226,0.970612292591727,33226,0.970612292591727,34226,34075,33069,0.970476889214967,33069,0,0.970476889214967,34075,33069,33069,1006,34232,0,0.0,0.0,distinct,factorized,existing_sample,34230,34232,test,1006,audited_v3_bounded,existing_train_val_minocc100
