E,R,count,family,fixed_pre_violated_fraction,population,post,pre,row_fraction,split,validator_profile
1791,14999,0,valueRequiresStatement,,existing_sample,unknown,satisfied,0.0,val,checked_out_bounded
1791,14999,1791,valueRequiresStatement,1.0,existing_sample,satisfied,violated,0.11940796053070205,val,checked_out_bounded
1791,14999,0,valueRequiresStatement,0.0,existing_sample,violated,violated,0.0,val,checked_out_bounded
1791,14999,0,valueRequiresStatement,0.0,existing_sample,unknown,violated,0.0,val,checked_out_bounded
1791,14999,270,valueRequiresStatement,,existing_sample,satisfied,unknown,0.018001200080005334,val,checked_out_bounded
1791,14999,0,valueRequiresStatement,,existing_sample,violated,unknown,0.0,val,checked_out_bounded
1791,14999,6008,valueRequiresStatement,,existing_sample,unknown,unknown,0.4005600373358224,val,checked_out_bounded
4311,15000,1011,valueType,,existing_sample,satisfied,satisfied,0.0674,val,checked_out_bounded
4311,15000,0,valueType,,existing_sample,violated,satisfied,0.0,val,checked_out_bounded
4311,15000,0,valueType,,existing_sample,unknown,satisfied,0.0,val,checked_out_bounded
4311,15000,269,valueType,0.0623985154256553,existing_sample,satisfied,violated,0.017933333333333332,val,checked_out_bounded
4311,15000,4042,valueType,0.9376014845743447,existing_sample,violated,violated,0.2694666666666667,val,checked_out_bounded
4311,15000,0,valueType,0.0,existing_sample,unknown,violated,0.0,val,checked_out_bounded
4311,15000,88,valueType,,existing_sample,satisfied,unknown,0.005866666666666667,val,checked_out_bounded
4311,15000,12,valueType,,existing_sample,violated,unknown,0.0008,val,checked_out_bounded
4311,15000,9578,valueType,,existing_sample,unknown,unknown,0.6385333333333333,val,checked_out_bounded
765772,955405,128933,overall,,existing_sample,satisfied,satisfied,0.1349511463724808,overall,audited_v3_bounded
765772,955405,3,overall,,existing_sample,violated,satisfied,3.140029620946091e-06,overall,audited_v3_bounded
765772,955405,108,overall,,existing_sample,unknown,satisfied,0.00011304106635405927,overall,audited_v3_bounded
765772,955405,661595,overall,0.8639582016579347,existing_sample,satisfied,violated,0.692475965689943,overall,audited_v3_bounded
765772,955405,57462,overall,0.07503800086709882,existing_sample,violated,violated,0.060144127359601424,overall,audited_v3_bounded
765772,955405,46715,overall,0.06100379747496644,existing_sample,unknown,violated,0.04889549458083221,overall,audited_v3_bounded
765772,955405,4099,overall,,existing_sample,satisfied,unknown,0.004290327138752675,overall,audited_v3_bounded
765772,955405,0,overall,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
765772,955405,56490,overall,,existing_sample,unknown,unknown,0.05912675776241489,overall,audited_v3_bounded
114796,143316,19433,overall,,existing_sample,satisfied,satisfied,0.1355954673588434,test,audited_v3_bounded
114796,143316,0,overall,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
114796,143316,11,overall,,existing_sample,unknown,satisfied,7.675346786122973e-05,test,audited_v3_bounded
114796,143316,99272,overall,0.8647688072755149,existing_sample,satisfied,violated,0.6926791146836362,test,audited_v3_bounded
114796,143316,8560,overall,0.07456705808564758,existing_sample,violated,violated,0.0597281531720115,test,audited_v3_bounded
114796,143316,6964,overall,0.06066413463883759,existing_sample,unknown,violated,0.0485919227441458,test,audited_v3_bounded
114796,143316,610,overall,,existing_sample,satisfied,unknown,0.004256328672304558,test,audited_v3_bounded
114796,143316,0,overall,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
114796,143316,8466,overall,,existing_sample,unknown,unknown,0.059072259901197355,test,audited_v3_bounded
535950,668779,90263,overall,,existing_sample,satisfied,satisfied,0.13496685751197332,train,audited_v3_bounded
535950,668779,3,overall,,existing_sample,violated,satisfied,4.48578678457308e-06,train,audited_v3_bounded
535950,668779,84,overall,,existing_sample,unknown,satisfied,0.00012560202996804624,train,audited_v3_bounded
535950,668779,462849,overall,0.8636048138818919,existing_sample,satisfied,violated,0.6920806424842886,train,audited_v3_bounded
535950,668779,40364,overall,0.07531299561526261,existing_sample,violated,violated,0.06035476592416927,train,audited_v3_bounded
535950,668779,32737,overall,0.06108219050284541,existing_sample,unknown,violated,0.048950400655522974,train,audited_v3_bounded
535950,668779,2871,overall,,existing_sample,satisfied,unknown,0.004292897952836438,train,audited_v3_bounded
535950,668779,0,overall,,existing_sample,violated,unknown,0.0,train,audited_v3_bounded
535950,668779,39608,overall,,existing_sample,unknown,unknown,0.05922434765445685,train,audited_v3_bounded
115026,143310,19237,overall,,existing_sample,satisfied,satisfied,0.13423347986881584,val,audited_v3_bounded
115026,143310,0,overall,,existing_sample,violated,satisfied,0.0,val,audited_v3_bounded
115026,143310,13,overall,,existing_sample,unknown,satisfied,9.0712441560254e-05,val,audited_v3_bounded
115026,143310,99474,overall,0.8647957853007147,existing_sample,satisfied,violated,0.6941176470588235,val,audited_v3_bounded
115026,143310,8538,overall,0.07422669657294872,existing_sample,violated,violated,0.05957714046472681,val,audited_v3_bounded
115026,143310,7014,overall,0.06097751812633665,existing_sample,unknown,violated,0.04894285116181704,val,audited_v3_bounded
115026,143310,618,overall,,existing_sample,satisfied,unknown,0.004312329914172074,val,audited_v3_bounded
115026,143310,0,overall,,existing_sample,violated,unknown,0.0,val,audited_v3_bounded
115026,143310,8416,overall,,existing_sample,unknown,unknown,0.058725839090084435,val,audited_v3_bounded
99344,100612,1253,conflictWith,,existing_sample,satisfied,satisfied,0.012453782848964338,overall,audited_v3_bounded
99344,100612,3,conflictWith,,existing_sample,violated,satisfied,2.981751679720113e-05,overall,audited_v3_bounded
99344,100612,0,conflictWith,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
99344,100612,76783,conflictWith,0.7729002254791432,existing_sample,satisfied,violated,0.7631594640798315,overall,audited_v3_bounded
99344,100612,22561,conflictWith,0.22709977452085683,existing_sample,violated,violated,0.2242376654872182,overall,audited_v3_bounded
99344,100612,0,conflictWith,0.0,existing_sample,unknown,violated,0.0,overall,audited_v3_bounded
99344,100612,0,conflictWith,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
99344,100612,0,conflictWith,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
99344,100612,12,conflictWith,,existing_sample,unknown,unknown,0.00011927006718880452,overall,audited_v3_bounded
228164,228208,25,distinct,,existing_sample,satisfied,satisfied,0.00010954918320129005,overall,audited_v3_bounded
228164,228208,0,distinct,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
228164,228208,0,distinct,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
228164,228208,227209,distinct,0.9958144141932995,existing_sample,satisfied,violated,0.9956224146392765,overall,audited_v3_bounded
228164,228208,955,distinct,0.004185585806700444,existing_sample,violated,violated,0.00418477879828928,overall,audited_v3_bounded
228164,228208,0,distinct,0.0,existing_sample,unknown,violated,0.0,overall,audited_v3_bounded
228164,228208,0,distinct,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
228164,228208,0,distinct,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
228164,228208,19,distinct,,existing_sample,unknown,unknown,8.325737923298043e-05,overall,audited_v3_bounded
70178,70361,165,inverse,,existing_sample,satisfied,satisfied,0.0023450491039069938,overall,audited_v3_bounded
70178,70361,0,inverse,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
70178,70361,5,inverse,,existing_sample,unknown,satisfied,7.10620940577877e-05,overall,audited_v3_bounded
70178,70361,62558,inverse,0.8914189632078429,existing_sample,satisfied,violated,0.8891004960134166,overall,audited_v3_bounded
70178,70361,6,inverse,8.549687936390322e-05,existing_sample,violated,violated,8.527451286934523e-05,overall,audited_v3_bounded
70178,70361,7614,inverse,0.10849553991279318,existing_sample,unknown,violated,0.1082133568311991,overall,audited_v3_bounded
70178,70361,0,inverse,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
70178,70361,0,inverse,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
70178,70361,13,inverse,,existing_sample,unknown,unknown,0.00018476144455024801,overall,audited_v3_bounded
84097,99999,15887,itemRequiresStatement,,existing_sample,satisfied,satisfied,0.15887158871588716,overall,audited_v3_bounded
84097,99999,0,itemRequiresStatement,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
84097,99999,0,itemRequiresStatement,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
84097,99999,83238,itemRequiresStatement,0.989785604718361,existing_sample,satisfied,violated,0.8323883238832388,overall,audited_v3_bounded
84097,99999,859,itemRequiresStatement,0.01021439528163906,existing_sample,violated,violated,0.008590085900859008,overall,audited_v3_bounded
84097,99999,0,itemRequiresStatement,0.0,existing_sample,unknown,violated,0.0,overall,audited_v3_bounded
84097,99999,0,itemRequiresStatement,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
84097,99999,0,itemRequiresStatement,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
84097,99999,15,itemRequiresStatement,,existing_sample,unknown,unknown,0.00015000150001500014,overall,audited_v3_bounded
1636,6855,0,oneOf,,existing_sample,satisfied,satisfied,0.0,overall,audited_v3_bounded
1636,6855,0,oneOf,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
1636,6855,0,oneOf,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
1636,6855,1564,oneOf,0.9559902200488998,existing_sample,satisfied,violated,0.22815463165572575,overall,audited_v3_bounded
1636,6855,72,oneOf,0.044009779951100246,existing_sample,violated,violated,0.01050328227571116,overall,audited_v3_bounded
1636,6855,0,oneOf,0.0,existing_sample,unknown,violated,0.0,overall,audited_v3_bounded
1636,6855,0,oneOf,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
1636,6855,0,oneOf,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
1636,6855,5219,oneOf,,existing_sample,unknown,unknown,0.7613420860685631,overall,audited_v3_bounded
83437,119723,7344,single,,existing_sample,satisfied,satisfied,0.06134159685273506,overall,audited_v3_bounded
83437,119723,0,single,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
83437,119723,0,single,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
83437,119723,52766,single,0.6324052878219495,existing_sample,satisfied,violated,0.4407340277139731,overall,audited_v3_bounded
83437,119723,30671,single,0.3675947121780505,existing_sample,violated,violated,0.2561830224768841,overall,audited_v3_bounded
83437,119723,0,single,0.0,existing_sample,unknown,violated,0.0,overall,audited_v3_bounded
83437,119723,0,single,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
83437,119723,0,single,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
83437,119723,28942,single,,existing_sample,unknown,unknown,0.2417413529564077,overall,audited_v3_bounded
29625,29642,9,symmetric,,existing_sample,satisfied,satisfied,0.0003036232372984279,overall,audited_v3_bounded
29625,29642,0,symmetric,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
29625,29642,0,symmetric,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
29625,29642,10134,symmetric,0.3420759493670886,existing_sample,satisfied,violated,0.3418797651980298,overall,audited_v3_bounded
29625,29642,0,symmetric,0.0,existing_sample,violated,violated,0.0,overall,audited_v3_bounded
29625,29642,19491,symmetric,0.6579240506329114,existing_sample,unknown,violated,0.6575467242426287,overall,audited_v3_bounded
29625,29642,0,symmetric,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
29625,29642,0,symmetric,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
29625,29642,8,symmetric,,existing_sample,unknown,unknown,0.00026988732204304703,overall,audited_v3_bounded
68181,100003,29226,type,,existing_sample,satisfied,satisfied,0.2922512324630261,overall,audited_v3_bounded
68181,100003,0,type,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
68181,100003,0,type,,existing_sample,unknown,satisfied,0.0,overall,audited_v3_bounded
68181,100003,64196,type,0.9415526319649169,existing_sample,satisfied,violated,0.6419407417777466,overall,audited_v3_bounded
68181,100003,2304,type,0.03379240550886611,existing_sample,violated,violated,0.023039308820735377,overall,audited_v3_bounded
68181,100003,1681,type,0.024654962526216982,existing_sample,unknown,violated,0.016809495715128547,overall,audited_v3_bounded
68181,100003,1911,type,,existing_sample,satisfied,unknown,0.019109426717198483,overall,audited_v3_bounded
68181,100003,0,type,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
68181,100003,685,type,,existing_sample,unknown,unknown,0.006849794506164815,overall,audited_v3_bounded
53518,100002,30367,valueRequiresStatement,,existing_sample,satisfied,satisfied,0.3036639267214656,overall,audited_v3_bounded
53518,100002,0,valueRequiresStatement,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
53518,100002,48,valueRequiresStatement,,existing_sample,unknown,satisfied,0.00047999040019199615,overall,audited_v3_bounded
53518,100002,45381,valueRequiresStatement,0.847957696475952,existing_sample,satisfied,violated,0.4538009239815204,overall,audited_v3_bounded
53518,100002,1,valueRequiresStatement,1.8685302141335624e-05,existing_sample,violated,violated,9.99980000399992e-06,overall,audited_v3_bounded
53518,100002,8136,valueRequiresStatement,0.15202361822190666,existing_sample,unknown,violated,0.08135837283254335,overall,audited_v3_bounded
53518,100002,0,valueRequiresStatement,,existing_sample,satisfied,unknown,0.0,overall,audited_v3_bounded
53518,100002,0,valueRequiresStatement,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
53518,100002,16069,valueRequiresStatement,,existing_sample,unknown,unknown,0.1606867862642747,overall,audited_v3_bounded
47592,100000,44657,valueType,,existing_sample,satisfied,satisfied,0.44657,overall,audited_v3_bounded
47592,100000,0,valueType,,existing_sample,violated,satisfied,0.0,overall,audited_v3_bounded
47592,100000,55,valueType,,existing_sample,unknown,satisfied,0.00055,overall,audited_v3_bounded
47592,100000,37766,valueType,0.7935367288619937,existing_sample,satisfied,violated,0.37766,overall,audited_v3_bounded
47592,100000,33,valueType,0.0006933938477054968,existing_sample,violated,violated,0.00033,overall,audited_v3_bounded
47592,100000,9793,valueType,0.20576987729030088,existing_sample,unknown,violated,0.09793,overall,audited_v3_bounded
47592,100000,2188,valueType,,existing_sample,satisfied,unknown,0.02188,overall,audited_v3_bounded
47592,100000,0,valueType,,existing_sample,violated,unknown,0.0,overall,audited_v3_bounded
47592,100000,5508,valueType,,existing_sample,unknown,unknown,0.05508,overall,audited_v3_bounded
14898,15093,192,conflictWith,,existing_sample,satisfied,satisfied,0.012721129000198768,test,audited_v3_bounded
14898,15093,0,conflictWith,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
14898,15093,0,conflictWith,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
14898,15093,11585,conflictWith,0.7776211572023091,existing_sample,satisfied,violated,0.767574372225535,test,audited_v3_bounded
14898,15093,3313,conflictWith,0.22237884279769096,existing_sample,violated,violated,0.2195057311336381,test,audited_v3_bounded
14898,15093,0,conflictWith,0.0,existing_sample,unknown,violated,0.0,test,audited_v3_bounded
14898,15093,0,conflictWith,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
14898,15093,0,conflictWith,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
14898,15093,3,conflictWith,,existing_sample,unknown,unknown,0.00019876764062810574,test,audited_v3_bounded
34226,34232,4,distinct,,existing_sample,satisfied,satisfied,0.00011684973124561814,test,audited_v3_bounded
34226,34232,0,distinct,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
34226,34232,0,distinct,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
34226,34232,34075,distinct,0.9955881493601356,existing_sample,satisfied,violated,0.9954136480486094,test,audited_v3_bounded
34226,34232,151,distinct,0.004411850639864431,existing_sample,violated,violated,0.004411077354522085,test,audited_v3_bounded
34226,34232,0,distinct,0.0,existing_sample,unknown,violated,0.0,test,audited_v3_bounded
34226,34232,0,distinct,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
34226,34232,0,distinct,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
34226,34232,2,distinct,,existing_sample,unknown,unknown,5.842486562280907e-05,test,audited_v3_bounded
10558,10585,25,inverse,,existing_sample,satisfied,satisfied,0.0023618327822390174,test,audited_v3_bounded
10558,10585,0,inverse,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
10558,10585,0,inverse,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
10558,10585,9389,inverse,0.8892782724000757,existing_sample,satisfied,violated,0.8870099196976854,test,audited_v3_bounded
10558,10585,1,inverse,9.471490812653911e-05,existing_sample,violated,violated,9.44733112895607e-05,test,audited_v3_bounded
10558,10585,1168,inverse,0.11062701269179769,existing_sample,unknown,violated,0.1103448275862069,test,audited_v3_bounded
10558,10585,0,inverse,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
10558,10585,0,inverse,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
10558,10585,2,inverse,,existing_sample,unknown,unknown,0.0001889466225791214,test,audited_v3_bounded
12618,15000,2382,itemRequiresStatement,,existing_sample,satisfied,satisfied,0.1588,test,audited_v3_bounded
12618,15000,0,itemRequiresStatement,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
12618,15000,0,itemRequiresStatement,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
12618,15000,12504,itemRequiresStatement,0.9909652876842606,existing_sample,satisfied,violated,0.8336,test,audited_v3_bounded
12618,15000,114,itemRequiresStatement,0.00903471231573942,existing_sample,violated,violated,0.0076,test,audited_v3_bounded
12618,15000,0,itemRequiresStatement,0.0,existing_sample,unknown,violated,0.0,test,audited_v3_bounded
12618,15000,0,itemRequiresStatement,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
12618,15000,0,itemRequiresStatement,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
12618,15000,0,itemRequiresStatement,,existing_sample,unknown,unknown,0.0,test,audited_v3_bounded
229,1028,0,oneOf,,existing_sample,satisfied,satisfied,0.0,test,audited_v3_bounded
229,1028,0,oneOf,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
229,1028,0,oneOf,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
229,1028,218,oneOf,0.9519650655021834,existing_sample,satisfied,violated,0.21206225680933852,test,audited_v3_bounded
229,1028,11,oneOf,0.048034934497816595,existing_sample,violated,violated,0.010700389105058366,test,audited_v3_bounded
229,1028,0,oneOf,0.0,existing_sample,unknown,violated,0.0,test,audited_v3_bounded
229,1028,0,oneOf,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
229,1028,0,oneOf,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
229,1028,799,oneOf,,existing_sample,unknown,unknown,0.7772373540856031,test,audited_v3_bounded
12491,17958,1134,single,,existing_sample,satisfied,satisfied,0.06314734380220514,test,audited_v3_bounded
12491,17958,0,single,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
12491,17958,0,single,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
12491,17958,7897,single,0.632215194940357,existing_sample,satisfied,violated,0.439748301592605,test,audited_v3_bounded
12491,17958,4594,single,0.36778480505964295,existing_sample,violated,violated,0.2558191335338011,test,audited_v3_bounded
12491,17958,0,single,0.0,existing_sample,unknown,violated,0.0,test,audited_v3_bounded
12491,17958,0,single,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
12491,17958,0,single,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
12491,17958,4333,single,,existing_sample,unknown,unknown,0.2412852210713888,test,audited_v3_bounded
4412,4416,2,symmetric,,existing_sample,satisfied,satisfied,0.0004528985507246377,test,audited_v3_bounded
4412,4416,0,symmetric,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
4412,4416,0,symmetric,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
4412,4416,1495,symmetric,0.3388485947416138,existing_sample,satisfied,violated,0.3385416666666667,test,audited_v3_bounded
4412,4416,0,symmetric,0.0,existing_sample,violated,violated,0.0,test,audited_v3_bounded
4412,4416,2917,symmetric,0.6611514052583862,existing_sample,unknown,violated,0.660552536231884,test,audited_v3_bounded
4412,4416,0,symmetric,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
4412,4416,0,symmetric,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
4412,4416,2,symmetric,,existing_sample,unknown,unknown,0.0004528985507246377,test,audited_v3_bounded
10241,15002,4359,type,,existing_sample,satisfied,satisfied,0.2905612584988668,test,audited_v3_bounded
10241,15002,0,type,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
10241,15002,0,type,,existing_sample,unknown,satisfied,0.0,test,audited_v3_bounded
10241,15002,9616,type,0.9389708036324578,existing_sample,satisfied,violated,0.6409812025063325,test,audited_v3_bounded
10241,15002,372,type,0.036324577677961135,existing_sample,violated,violated,0.024796693774163443,test,audited_v3_bounded
10241,15002,253,type,0.024704618689581095,existing_sample,unknown,violated,0.016864418077589656,test,audited_v3_bounded
10241,15002,297,type,,existing_sample,satisfied,unknown,0.019797360351953074,test,audited_v3_bounded
10241,15002,0,type,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
10241,15002,105,type,,existing_sample,unknown,unknown,0.006999066791094521,test,audited_v3_bounded
7970,15003,4647,valueRequiresStatement,,existing_sample,satisfied,satisfied,0.3097380523895221,test,audited_v3_bounded
7970,15003,0,valueRequiresStatement,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
7970,15003,4,valueRequiresStatement,,existing_sample,unknown,satisfied,0.0002666133439978671,test,audited_v3_bounded
7970,15003,6791,valueRequiresStatement,0.8520702634880803,existing_sample,satisfied,violated,0.45264280477237884,test,audited_v3_bounded
7970,15003,0,valueRequiresStatement,0.0,existing_sample,violated,violated,0.0,test,audited_v3_bounded
7970,15003,1179,valueRequiresStatement,0.1479297365119197,existing_sample,unknown,violated,0.07858428314337132,test,audited_v3_bounded
7970,15003,0,valueRequiresStatement,,existing_sample,satisfied,unknown,0.0,test,audited_v3_bounded
7970,15003,0,valueRequiresStatement,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
7970,15003,2382,valueRequiresStatement,,existing_sample,unknown,unknown,0.15876824635072986,test,audited_v3_bounded
7153,14999,6688,valueType,,existing_sample,satisfied,satisfied,0.4458963930928729,test,audited_v3_bounded
7153,14999,0,valueType,,existing_sample,violated,satisfied,0.0,test,audited_v3_bounded
7153,14999,7,valueType,,existing_sample,unknown,satisfied,0.00046669777985199013,test,audited_v3_bounded
7153,14999,5702,valueType,0.7971480497693275,existing_sample,satisfied,violated,0.3801586772451497,test,audited_v3_bounded
7153,14999,4,valueType,0.0005592059275828324,existing_sample,violated,violated,0.00026668444562970864,test,audited_v3_bounded
7153,14999,1447,valueType,0.2022927443030896,existing_sample,unknown,violated,0.0964730982065471,test,audited_v3_bounded
7153,14999,313,valueType,,existing_sample,satisfied,unknown,0.020868057870524703,test,audited_v3_bounded
7153,14999,0,valueType,,existing_sample,violated,unknown,0.0,test,audited_v3_bounded
7153,14999,838,valueType,,existing_sample,unknown,unknown,0.05587039135942396,test,audited_v3_bounded
69533,70427,887,conflictWith,,existing_sample,satisfied,satisfied,0.012594601502264756,train,audited_v3_bounded
69533,70427,3,conflictWith,,existing_sample,violated,satisfied,4.25972993312224e-05,train,audited_v3_bounded
69533,70427,0,conflictWith,,existing_sample,unknown,satisfied,0.0,train,audited_v3_bounded
69533,70427,53662,conflictWith,0.771748666100988,existing_sample,satisfied,violated,0.7619520922373522,train,audited_v3_bounded
69533,70427,15871,conflictWith,0.22825133389901198,existing_sample,violated,violated,0.22535391256194356,train,audited_v3_bounded
69533,70427,0,conflictWith,0.0,existing_sample,unknown,violated,0.0,train,audited_v3_bounded
69533,70427,0,conflictWith,,existing_sample,satisfied,unknown,0.0,train,audited_v3_bounded
69533,70427,0,conflictWith,,existing_sample,violated,unknown,0.0,train,audited_v3_bounded
69533,70427,4,conflictWith,,existing_sample,unknown,unknown,5.679639910829653e-05,train,audited_v3_bounded
159709,159743,19,distinct,,existing_sample,satisfied,satisfied,0.0001189410490600527,train,audited_v3_bounded
159709,159743,0,distinct,,existing_sample,violated,satisfied,0.0,train,audited_v3_bounded
159709,159743,0,distinct,,existing_sample,unknown,satisfied,0.0,train,audited_v3_bounded
159709,159743,159043,distinct,0.995829915659105,existing_sample,satisfied,violated,0.9956179613504191,train,audited_v3_bounded
159709,159743,666,distinct,0.0041700843408950024,existing_sample,violated,violated,0.004169196772315532,train,audited_v3_bounded
159709,159743,0,distinct,0.0,existing_sample,unknown,violated,0.0,train,audited_v3_bounded
159709,159743,0,distinct,,existing_sample,satisfied,unknown,0.0,train,audited_v3_bounded
159709,159743,0,distinct,,existing_sample,violated,unknown,0.0,train,audited_v3_bounded
159709,159743,15,distinct,,existing_sample,unknown,unknown,9.390082820530477e-05,train,audited_v3_bounded
49124,49257,118,inverse,,existing_sample,satisfied,satisfied,0.0023955985951235356,train,audited_v3_bounded
49124,49257,0,inverse,,existing_sample,violated,satisfied,0.0,train,audited_v3_bounded
49124,49257,5,inverse,,existing_sample,unknown,satisfied,0.00010150841504760745,train,audited_v3_bounded
49124,49257,43798,inverse,0.8915804901880955,existing_sample,satisfied,violated,0.8891731124510222,train,audited_v3_bounded
49124,49257,4,inverse,8.14265939255761e-05,existing_sample,violated,violated,8.120673203808596e-05,train,audited_v3_bounded
49124,49257,5322,inverse,0.108338083217979,existing_sample,unknown,violated,0.10804555697667337,train,audited_v3_bounded
49124,49257,0,inverse,,existing_sample,satisfied,unknown,0.0,train,audited_v3_bounded
49124,49257,0,inverse,,existing_sample,violated,unknown,0.0,train,audited_v3_bounded
49124,49257,10,inverse,,existing_sample,unknown,unknown,0.0002030168300952149,train,audited_v3_bounded
58863,70001,11123,itemRequiresStatement,,existing_sample,satisfied,satisfied,0.1588977300324281,train,audited_v3_bounded
58863,70001,0,itemRequiresStatement,,existing_sample,violated,satisfied,0.0,train,audited_v3_bounded
58863,70001,0,itemRequiresStatement,,existing_sample,unknown,satisfied,0.0,train,audited_v3_bounded
58863,70001,58233,itemRequiresStatement,0.9892971815911523,existing_sample,satisfied,violated,0.8318881158840588,train,audited_v3_bounded
58863,70001,630,itemRequiresStatement,0.010702818408847663,existing_sample,violated,violated,0.008999871430408138,train,audited_v3_bounded
58863,70001,0,itemRequiresStatement,0.0,existing_sample,unknown,violated,0.0,train,audited_v3_bounded
58863,70001,0,itemRequiresStatement,,existing_sample,satisfied,unknown,0.0,train,audited_v3_bounded
58863,70001,0,itemRequiresStatement,,existing_sample,violated,unknown,0.0,train,audited_v3_bounded
58863,70001,15,itemRequiresStatement,,existing_sample,unknown,unknown,0.00021428265310495563,train,audited_v3_bounded
1163,4798,0,oneOf,,existing_sample,satisfied,satisfied,0.0,train,audited_v3_bounded
1163,4798,0,oneOf,,existing_sample,violated,satisfied,0.0,train,audited_v3_bounded
1163,4798,0,oneOf,,existing_sample,unknown,satisfied,0.0,train,audited_v3_bounded
1163,4798,1112,oneOf,0.9561478933791917,existing_sample,satisfied,violated,0.23176323468111712,train,audited_v3_bounded
1163,4798,51,oneOf,0.043852106620808254,existing_sample,violated,violated,0.0106294289287203,train,audited_v3_bounded
1163,4798,0,oneOf,0.0,existing_sample,unknown,violated,0.0,train,audited_v3_bounded
1163,4798,0,oneOf,,existing_sample,satisfied,unknown,0.0,train,audited_v3_bounded
1163,4798,0,oneOf,,existing_sample,violated,unknown,0.0,train,audited_v3_bounded
1163,4798,3635,oneOf,,existing_sample,unknown,unknown,0.7576073363901625,train,audited_v3_bounded
58376,83807,5125,single,,existing_sample,satisfied,satisfied,0.06115240970324674,train,audited_v3_bounded
58376,83807,0,single,,existing_sample,violated,satisfied,0.0,train,audited_v3_bounded
58376,83807,0,single,,existing_sample,unknown,satisfied,0.0,train,audited_v3_bounded
